,title,ActorCD,ActorAvgP,ActorSumP,ActorMinP,ActorMaxP
378,GP 506,10071900,12750306563.0,267756000000.0,284106600,105169264250
379,내 사랑,10000461,12061370462.0,96490963693.0,273950500,66014775400
380,바보,10071209,20126261981.0,301894000000.0,459220000,115706188137
381,파송송 계란탁,10057075,6212866250.0,12425732500.0,6132877000,6292855500
382,대립군,10057315,51004139315.0,714058000000.0,220051200,115706188137
383,두근두근 내 인생,10037291,5695629769.0,28478148847.0,713525000,12291081634
384,어린 신부,10004028,8240750705.0,74166756349.0,217269000,23790276987
385,뽀로로 극장판 공룡섬 대모험,10055966,4409368675.0,17637474700.0,1289929200,6826959500
386,상의원,20262849,6204129964.0,6204129964.0,6204129964,6204129964
387,우아한 세계,10037018,37632110651.0,677378000000.0,4243936350,95868830649
388,범죄의 재구성,10005276,24665075936.0,690622000000.0,1453890000,93665632500
389,스플릿,10054008,6081889146.0,79064558903.0,391554441,31313568795
390,열한시,10062184,11004243706.0,264102000000.0,327192000,40328508500
391,두근두근 내 인생,10037291,5695629769.0,28478148847.0,713525000,12291081634
392,남쪽으로 튀어,10005276,24665075936.0,690622000000.0,1453890000,93665632500
393,미확인 동영상 : 절대클릭금지,10028667,15135598461.0,151356000000.0,748936684,53800771400
394,카트,10049852,9084123320.0,99925356522.0,1258000500,44092710000
395,관능의 법칙,10047352,12200116229.0,195202000000.0,274964000,81025004000
396,천군,10029293,16931436810.0,169314000000.0,362910000,81025004000
397,형사; Duelist,10000558,24448106931.0,464514000000.0,1859615500,77319445264
398,상사부일체,10036938,2815995500.0,8447986500.0,1215167500,5807823500
399,고死 두 번째 이야기: 교생실습,10004744,8035217370.0,136599000000.0,515508500,57570773000
400,그때 그 사람들,10087518,11578478561.0,150520000000.0,934380300,52355568637
401,데이지,10061467,50583327745.0,354083000000.0,3642176500,98463522781
402,푸른소금,10037018,37632110651.0,677378000000.0,4243936350,95868830649
403,아랑,10037157,3835347640.0,19176738200.0,997380500,7957651500
404,알포인트,10000461,12061370462.0,96490963693.0,273950500,66014775400
405,숙명,10037116,5933438626.0,41534070384.0,363240500,11629780500
406,마이 파더,10005030,10145560337.0,50727801683.0,359247800,19894297783
407,크로싱,10071183,17668196520.0,88340982600.0,2673832500,37654858000
408,새드무비,10040372,5781419238.0,46251353905.0,470675000,16636404305
409,"안녕, 형아",10029013,17193938003.0,257909000000.0,493278500,91431950670
410,화이트: 저주의 멜로디,10090203,11813889213.0,94511113700.0,387323000,53800771400
411,김관장 대 김관장 대 김관장,10002465,4314296038.0,34514368300.0,366717200,8049487000
412,마린보이,10003507,6640451677.0,126169000000.0,304884500,18979312500
413,남극일기,10029595,10996595329.0,241925000000.0,327192000,58167040145
414,국가대표 2,10037539,7967388451.0,79673884505.0,1073144500,21774884000
415,나는 왕이로소이다,10069179,31476897055.0,314769000000.0,931460100,115706188137
416,풍산개,10054204,8873205787.0,97605263661.0,531276500,56322098349
417,주유소 습격사건 2,10070252,2466862280.0,12334311400.0,392591200,5379208500
418,오로라 공주,10047352,12200116229.0,195202000000.0,274964000,81025004000
419,더 파이브,10004519,8668577920.0,86685779203.0,220051200,55069686503
420,야수,20233266,3479824531.0,17399122653.0,728085000,8851336500
421,여선생 VS 여제자,10005374,13780269197.0,413408000000.0,250534000,105169264250
422,통증,10061694,3206466183.0,19238797100.0,821271100,5246996000
423,널 기다리며,10040874,15476710846.0,278581000000.0,230047000,88908642769
424,아라한 장풍대작전,10019067,8944762143.0,187840000000.0,426257300,52355568637
425,그날의 분위기,20242106,46664189320.0,186657000000.0,5149571612,93042352648
426,몽정기2,20188068,18468625483.0,36937250965.0,9929947065,27007303900
427,몽정기2,20225946,17797131500.0,17797131500.0,17797131500,17797131500
428,아빠는 딸,10054493,14016473791.0,462544000000.0,387323000,66715881300
429,강력 3반,20196429,62697419249.0,62697419249.0,62697419249,62697419249
430,내 깡패 같은 애인,10029293,16931436810.0,169314000000.0,362910000,81025004000
431,상류사회,10029474,20772740015.0,415455000000.0,470675000,66715881300
432,신비아파트: 금빛 도깨비와 비밀의 동굴,10067448,5913054300.0,11826108600.0,4999149100,6826959500
433,모던보이,20166879,20723095423.0,165785000000.0,594082500,95868830649
434,신기전,10062184,11004243706.0,264102000000.0,327192000,40328508500
435,우는 남자,10060114,13187245466.0,92310718259.0,3969337524,22209675300
436,사냥,10043371,15195210043.0,273514000000.0,1074486100,44098470600
437,내 남자의 로맨스,10004396,11196881099.0,134363000000.0,262191500,44098470600
438,효자동 이발사,10026732,11552042921.0,219489000000.0,237013700,58167040145
439,방과후 옥상,10031644,3429661545.0,30866953909.0,227157000,12811265009
440,비스티 보이즈,10087253,29076804145.0,901381000000.0,274134500,115706188137
441,고양이: 죽음을 보는 두 개의 눈,20113613,4780632000.0,4780632000.0,4780632000,4780632000
442,열정같은소리하고있네,10062184,11004243706.0,264102000000.0,327192000,40328508500
443,특종: 량첸살인기,20121022,22748786132.0,181990000000.0,1614867156,66007533500
444,황제를 위하여,20190188,4754501771.0,4754501771.0,4754501771,4754501771
445,서부전선,10035772,19385766013.0,426487000000.0,759481000,81025004000
446,올드미스다이어리,10049959,1039185020.0,10391850200.0,273384900,4750247000
447,김씨표류기,10062184,11004243706.0,264102000000.0,327192000,40328508500
448,슬픔보다 더 슬픈 이야기,10002387,11007491975.0,110075000000.0,3837152000,26909477678
449,버닝,10053802,23369531795.0,233695000000.0,292031500,105169264250
450,아는 여자,20111314,6645627900.0,33228139500.0,595238500,14938458000
451,순정만화,10054008,6081889146.0,79064558903.0,391554441,31313568795
452,조선마술사,10053782,6490199697.0,64901996969.0,309575000,18390012500
453,마음이...,10053782,6490199697.0,64901996969.0,309575000,18390012500
454,두 얼굴의 여친,10031644,3429661545.0,30866953909.0,227157000,12811265009
455,플랜맨,10062184,11004243706.0,264102000000.0,327192000,40328508500
456,"달마야, 서울 가자",10005840,8478463114.0,118698000000.0,217269000,57570773000
457,"달마야, 서울 가자",20165538,110934000000.0,110934000000.0,110933981730,110933981730
458,"그날, 바다",10062025,15739386249.0,220351000000.0,2139360500,43488814535
459,미쓰GO,10001825,2332085500.0,9328342000.0,274134500,4441859000
460,외출,10030192,4376240500.0,4376240500.0,4376240500,4376240500
461,실종,10026716,8730465352.0,130957000000.0,237013700,58167040145
462,예의없는 것들,10040665,10463864360.0,167422000000.0,522848900,40328508500
463,반가운 살인자,20166807,15202764750.0,30405529500.0,4285830500,26119699000
464,공모자들,10058849,6756739352.0,128378000000.0,640343800,15494034100
465,리턴,10004060,15764048766.0,236461000000.0,1246200228,36067171064
466,이층의 악당,20166100,1570365033.0,4711095100.0,217973600,4271750500
467,"이대로, 죽을 순 없다(Short Time)",10055581,9494841056.0,189897000000.0,220051200,55069686503
468,홍길동의 후예,20166592,7198221750.0,14396443500.0,4259705000,10136738500
469,신부수업,10087280,13632511792.0,177223000000.0,363098800,81025004000
470,밀정,10037018,37632110651.0,677378000000.0,4243936350,95868830649
471,핸드폰,10047367,11162693000.0,122790000000.0,1194185500,30220536000
472,피에타,10065830,18549994213.0,92749971063.0,1258000500,54035565100
473,퀴즈왕,10004744,8035217370.0,136599000000.0,515508500,57570773000
474,여고괴담 5,10050563,2971358711.0,11885434842.0,361431100,5474392042
475,몬스터,10055447,16929219775.0,186221000000.0,1006594000,81025004000
476,기담,10004317,9434280025.0,37737120100.0,365477200,27007303900
477,헬머니,10004748,9956980551.0,189183000000.0,389374500,28622355500
478,다찌마와리,10058708,12253165502.0,183797000000.0,315291000,115706188137
479,울학교 이티,10004744,8035217370.0,136599000000.0,515508500,57570773000
480,슈퍼스타 감사용,10055581,9494841056.0,189897000000.0,220051200,55069686503
481,변산,20110693,13446485740.0,201697000000.0,784148500,43488814535
482,변산,20134432,19174920500.0,19174920500.0,19174920500,19174920500
483,파파,10028989,7364739057.0,95741607739.0,937877400,13579712500
484,Mr.로빈 꼬시기,10047352,12200116229.0,195202000000.0,274964000,81025004000
485,싸이보그지만 괜찮아,10058646,10310393795.0,123725000000.0,217269000,44092710000
486,사이코메트리,10003507,6640451677.0,126169000000.0,304884500,18979312500
487,이태원 살인사건,10062279,22083707750.0,419590000000.0,230206600,110933981730
488,7년의 밤,10019065,28834863777.0,663202000000.0,230047000,135753322310
489,가려진 시간,10000558,24448106931.0,464514000000.0,1859615500,77319445264
490,침묵,10072251,31786860561.0,445016000000.0,1928502500,135753322310
491,여교수의 은밀한 매력,10026732,11552042921.0,219489000000.0,237013700,58167040145
492,고고 70,20166824,3865123500.0,3865123500.0,3865123500,3865123500
493,나의 결혼원정기,10062184,11004243706.0,264102000000.0,327192000,40328508500
494,챔프,10071209,20126261981.0,301894000000.0,459220000,115706188137
495,말죽거리 잔혹사,10002387,11007491975.0,110075000000.0,3837152000,26909477678
496,분신사바,20112163,3993152445.0,43924676900.0,428376400,15655329500
497,너는 펫,10060065,3725870083.0,22355220500.0,1185999000,7874566500
498,뜨거운 것이 좋아,20111403,3134729030.0,12538916118.0,217269000,4754763118
499,여배우들,10001825,2332085500.0,9328342000.0,274134500,4441859000
500,해어화,10087820,20633201751.0,206332000000.0,637892500,88908642769
501,용의주도 미스신,10087660,3342667750.0,6685335500.0,2942253500,3743082000
502,순수의 시대,10040665,10463864360.0,167422000000.0,522848900,40328508500
503,트럭,10054128,23729662569.0,949187000000.0,311840500,105169264250
504,마담 뺑덕,10062025,15739386249.0,220351000000.0,2139360500,43488814535
505,가을로,10054008,6081889146.0,79064558903.0,391554441,31313568795
506,6월의 일기,10040543,1767089200.0,7068356800.0,347980800,3645962000
507,슈퍼맨이었던 사나이,20166715,3634764500.0,7269529000.0,3627352500,3642176500
508,카운트다운,10062184,11004243706.0,264102000000.0,327192000,40328508500
509,해부학 교실,10087751,19857330895.0,178716000000.0,3106648400,61270079831
510,남자사용설명서,10056359,10024273469.0,70169914283.0,2705566500,28811011456
511,미쓰 홍당무,10001919,5351016039.0,58861176430.0,619287500,13200412500
512,계춘할망,10054391,6507425174.0,117134000000.0,237013700,27446302382
513,"연애, 그 참을 수 없는 가벼움",10060538,3359163950.0,6718327900.0,3106648400,3611679500
514,투 가이즈,10004663,6558074755.0,13116149509.0,304884500,12811265009
515,위험한 상견례 2,20195689,16113072114.0,64452288457.0,220051200,55069686503
516,불량남녀,10058849,6756739352.0,128378000000.0,640343800,15494034100
517,령,10006171,17422181100.0,191644000000.0,363240500,115706188137
518,소녀괴담,20111688,13697294293.0,150670000000.0,3554806054,44382020516
519,또 하나의 약속,20189487,7614892644.0,15229785288.0,3541402400,11688382888
520,누구나 비밀은 있다,10006497,12277311003.0,110496000000.0,274964000,44092710000
521,"로봇, 소리",20110148,22098064665.0,353569000000.0,1302907128,82871781800
522,아부의 왕,10037095,9384765472.0,131387000000.0,357963117,22486492000
523,스승의 은혜,10035492,9337020009.0,158729000000.0,363899000,33986449500
524,조선미녀삼총사,10087280,13632511792.0,177223000000.0,363098800,81025004000
525,아파트,10001655,4493602114.0,13480806342.0,947570700,9072737842
526,오피스,10001670,29824914669.0,238599000000.0,664322100,67011377000
527,페이스메이커,10004060,15764048766.0,236461000000.0,1246200228,36067171064
528,나를 잊지 말아요,10062025,15739386249.0,220351000000.0,2139360500,43488814535
529,캐치미,10004885,16376849241.0,98261095444.0,753985500,43488814535
530,무서운 이야기 2,10028773,11944268059.0,346384000000.0,216276800,77319445264
531,흥부: 글로 세상을 바꾼 자,20302629,32757878628.0,98273635884.0,3381050200,50510565168
532,백만장자의 첫사랑,10088975,17281196926.0,138250000000.0,253673000,63783051326
533,"협녀, 칼의 기억",10055626,23303988239.0,326256000000.0,1159253000,88908642769
534,리얼,20125794,60058967738.0,300295000000.0,3357912530,93665632500
535,신데렐라,10012858,1668244200.0,6672976800.0,243405000,3333808000
536,반드시 잡는다,10030351,17367735244.0,329987000000.0,460596500,66007533500
537,원라인,20171222,25481473911.0,101926000000.0,3319505433,82871781800
538,친정엄마,10006221,28352338143.0,652104000000.0,1453890000,115706188137
539,동갑내기 과외하기 레슨 2,10057730,9528483517.0,85756351652.0,227157000,45566111330
540,무영검,10040687,9166187590.0,91661875900.0,386192500,28622355500
541,뽀로로 극장판 컴퓨터 왕국 대모험,10055966,4409368675.0,17637474700.0,1289929200,6826959500
542,사랑방 선수와 어머니,10062240,12037769525.0,144453000000.0,220051200,55069686503
543,넛잡: 땅콩 도둑들,10052972,3176349450.0,6352698900.0,3069388100,3283310800
544,모비딕,10090290,26051666498.0,755498000000.0,273120000,110933981730
545,무뢰한,10003788,17673107185.0,212077000000.0,263049900,66372140706
546,식객2 : 김치전쟁,10005602,7308504220.0,36542521100.0,867603000,26119699000
547,역전의 명수,10062240,12037769525.0,144453000000.0,220051200,55069686503
548,좋은 친구들,10069957,5280222346.0,15840667037.0,251079500,12367486506
549,꽃피는 봄이 오면,10072251,31786860561.0,445016000000.0,1928502500,135753322310
550,창수,10058849,6756739352.0,128378000000.0,640343800,15494034100
551,달콤한 거짓말,10004519,8668577920.0,86685779203.0,220051200,55069686503
552,10억,10029474,20772740015.0,415455000000.0,470675000,66715881300
553,청연,10060538,3359163950.0,6718327900.0,3106648400,3611679500
554,오감도,10003507,6640451677.0,126169000000.0,304884500,18979312500
555,넛잡 2,10052972,3176349450.0,6352698900.0,3069388100,3283310800
556,신이 보낸 사람,10005410,16528508726.0,363627000000.0,314542400,88908642769
557,사랑이 무서워,10058849,6756739352.0,128378000000.0,640343800,15494034100
558,사랑을 놓치다,10035772,19385766013.0,426487000000.0,759481000,81025004000
559,보통사람,20111125,11915827646.0,142990000000.0,243405000,48700887413
560,두 개의 달,10029463,3219116312.0,12876465248.0,1927358500,5680873500
561,티끌모아 로맨스,10087660,3342667750.0,6685335500.0,2942253500,3743082000
